Tags,Oznake
ACC-SINV-RET-.YYYY.-,ACC SINV-POV-.IIII.-
AE,AE
AGE,DOBA
AMC Expiry Date,Datum do kojeg traje Ugovor o održavanju
API,API za
API Access,API pristup
API Endpoint,API za Endpoint
API Endpoint Args,API endpoint Args
API Key,API ključ
API Key cannot be  regenerated,API ključ ne može da se regeneriše
API Key of the user(Event Subscriber) on the producer site,API ključ od korisnika (događaja pretplatničkog) na sajtu proizvođača
API Method,API za metod
API Password,API za Lozinka
API Secret,API za Tajna
API Secret Key,API za tajni ključ
API Secret of the user(Event Subscriber) on the producer site,API-Tajna korisnika (događaja pretplatničkog) na sajtu proizvođača
API Token,API token
API Username,API za ime
API consumer key,API ključ potrošača
API consumer secret,API za potrošača tajna
ASC,ASK
AU,"a,"
AWB Number,Barkod Pošiljke(ako postoji)
AWS Access Key ID,: AVS pristup ID ključa
Abbr,Skraćenica
Abbr can not be blank or space,Abbr ne može biti prazan ili prostor
Abbreviation,skraćenica
Abbreviation already used for another company,Skraćenica već koristi za drugu kompaniju
Abbreviation cannot have more than 5 characters,Skraćenica ne može imati više od 5 znakova
Abbreviation is mandatory,Skraćenica je obavezna
Abdomen,Stomak
About Us,O nama
About Us Settings,O nama Settings
About Us Team Member,O nama član tima
About the Company,O kompaniji
About your company,O kompaniji
About {0} minute remaining,About {0} minute preostalo
About {0} minutes remaining,Oko {0} minuta remaining
About {0} seconds remaining,Oko {0} remaining seconds
Above,iznad
Absent,odsutan
Absent Days,Absent dana
Absent Student Report,Absent Studentski Izveštaj
Academic,akademski
Academic Term,akademski Rok
Academic Term and Program,Akademski Rok i program
Academic Term:,Akademski Rok:
Academic Year,Akademska godina
Academic Year Name,Akademska Godina Ime
Academic Year:,Akademska godina:
Academics User,akademici Korisnik
Accept Payment,prihvati plaćanje
Acceptance Criteria Formula,Acceptance Criteria Formula
Acceptance Criteria Value,Prihvatanje Kriterijumi Vrednost
Accepted,priznat
Accepted + Rejected Qty must be equal to Received quantity for Item {0},Prihvaćeno + Rejected Kti mora biti jednaka primljenu količine za stavku {0}
Accepted Qty,Prihvaćeno kom
Accepted Qty in Stock UOM,Prihvaćeno kom Stock UOM
Accepted Quantity,Prihvaćeno Količina
Accepted Warehouse,Prihvaćeno Magacin
Access Key ID,Pristup ID ključa
Access Key Secret,Pristupni taster Tajna
Access Log,pristup se
Access Token,pristup Znak
Access Token Secret,Pristup token Tajna
Access Token URL,URL adresa tokena pristupa
Access not allowed from this IP Address,Pristup nije dozvoljen sa ove IP adrese
Accessable Value,pristupačna Vrednost
Account,Račun
Account Balance,Stanje na računu
Account Balance Processing Error,Stanje računa Obrada Greška
Account Currency,Račun valuta
Account Details,Detalji Računa
Account Head,račun Glava
Account Info,račun informacije
Account Manager,Menadžer naloga
Account Missing,Account Missing
Account Name,Ime naloga
Account No,Račun br
Account Not Found,Nalog nije pronađen
Account Number,Broj računa
Account Number Length,Broj računa Dužina
Account Number {0} already used in account {1},Broj računa {0} već koriste u obzir {1}
Account Opening Balance,Otvaranje računa Balans
Account Paid From,Account Paid Od
Account Paid To,Account Paid To
Account Pay Only,Račun plaćate samo
Account SID,račun S SID
Account Subtype,račun Podtip
Account Type,Tip Racuna
Account Type for {0} must be {1},Tip račun za {0} mora biti {1}
Account Value,račun Vrednost
Account balance already in Credit,Stanje na računu već u kredit
Account balance already in Debit,Stanje na računu već u Debit
Account for Change Amount,Račun za promene Iznos
Account for accepting donation payments,Račun za primanje uplata donacija
Account for accepting membership payments,Račun za primanje uplata za članstvo
Account is mandatory to get payment entries,Račun je obavezan da se unose plaćanja
Account is not set for the dashboard chart {0},Nalog nije podešen za instrument table grafikonu {0}
Account number for account {0} is not available.<br> Please setup your Chart of Accounts correctly.,Broj računa na račun {0} nije dostupan. <BR> pravilno postavljanje svoj kontni plan.
Account with child nodes cannot be converted to ledger,Račun kod dece čvorova ne može da se konvertuje u knjizi
Account with child nodes cannot be set as ledger,Račun kod dece čvorova ne može da se podesi kao knjige
Account with existing transaction can not be converted to group.,Račun sa postojećim transakcije ne može da se konvertuje u grupi.
Account with existing transaction can not be deleted,Račun sa postojećim transakcije ne može biti obrisana
Account with existing transaction cannot be converted to ledger,Račun sa postojećim transakcije ne može da se konvertuje u knjizi
Account {0} already exists. Please enter a different name for your bank account.,Račun {0} već postoji. Unesite drugo ime za vaš bankovni račun.
Account {0} does not belong to company {1},Račun {0} ne pripada kompaniji {1}
Account {0} does not belong to company: {1},Račun {0} ne pripada kompaniji: {1}
Account {0} does not belongs to company {1},Račun {0} ne pripada kompaniji {1}
Account {0} does not exist,Naloga {0} ne postoji
Account {0} does not exists,Račun {0} ne postoji
Account {0} does not exists in the dashboard chart {1},Račun {0} ne postoji u kontrolnoj tabli grafikonu {1}
Account {0} does not match with Company {1} in Mode of Account: {2},Račun {0} ne poklapa sa Kompanije {1} u režimu računa: {2}
Account {0} exists in parent company {1}.,Račun {0} postoji u matičnom preduzeću {1}.
Account {0} has been entered multiple times,Račun {0} je ušao više puta
Account {0} is added in the child company {1},Račun {0} se dodaje u društvu dece {1}
Account {0} is frozen,Račun {0} je zamrznuta
Account {0} is invalid. Account Currency must be {1},Račun {0} je nevažeći. Valuta račun mora biti {1}
Account {0}: Parent account {1} can not be a ledger,Račun {0}: U sastavu račun {1} ne može biti knjiga
Account {0}: Parent account {1} does not belong to company: {2},Račun {0}: U sastavu račun {1} ne pripada kompaniji: {2}
Account {0}: Parent account {1} does not exist,Račun {0}: U sastavu račun {1} ne postoji
Account {0}: You can not assign itself as parent account,Račun {0}: Ti se neće dodeliti kao roditelj računa
Account: <b>{0}</b> is capital Work in progress and can not be updated by Journal Entry,Račun: <b> {0} </ b> je kapitalno delo u toku i ne mogu se ažuriranje Journal Entri
Account: {0} can only be updated via Stock Transactions,Račun: {0} mogu samo da se ažurira preko Stock transakcijama
Account: {0} is not permitted under Payment Entry,Račun: {0} nije dozvoljeno pod plaćanja Entri
Account: {0} with currency: {1} can not be selected,Account: {0} sa valutom: {1} ne može se odabrati
Accountant,Računovođa
Stock Transactions,Akcije na Lageru
Accounting,Računovođstvo
Accounting Details,računovodstvo Detalji
Accounting Dimension,Računovodstvene Dimenzije
Accounting Dimension <b>{0}</b> is required for 'Balance Sheet' account {1}.,Računovodstvo Dimension <b> {0} </ b> je potreban za bilans stanja računa {1}.
Accounting Dimension <b>{0}</b> is required for 'Profit and Loss' account {1}.,"Računovodstvo Dimension <b> {0} </ b> je potreban za ""dobitak i gubitak"" računa {1}."
Accounting Dimension Detail,Računovodstvo Dimenzije Detalj
Accounting Dimension Filter,Računovodstvo Dimenzije filtera
Accounting Dimensions,Računovođstvene Dimenzije
Accounting Dimensions,Računovođstvene Dimenzije
Accounting Entries,Računovođstvene Unosi
Accounting Entry for Asset,Accounting entri for Asset
Accounting Entry for Service,Računovodstvo unos za službu
Accounting Entry for Stock,Računovodstvo unos za Deonice
Accounting Entry for {0}: {1} can only be made in currency: {2},Accounting Entri for {0}: {1} može se vršiti samo u valuti: {2}
Accounting Ledger,računovodstvo knjiga
Accounting Period,Obračunski period
Accounting Period overlaps with {0},Accounting Period preklapa sa {0}
Accounting entries are frozen up to this date. Nobody can create or modify entries except users with the role specified below,Računovodstvene stavke su zamrznuti do tog datuma. Niko ne može stvoriti ili izmeniti stavke osim korisnika sa ulogom navedeno u nastavku
Accounts,Računi
Accounts Frozen Till Date,Računi Smrznuta do danas
Accounts Manager,računi direktor
Accounts Payable,Iznos obaveza
Accounts Payable Summary,Obaveze prema dobavljačima Summari
Accounts Receivable,Potraživanja
Accounts Receivable Credit Account,Računi za naplatu kredita nalog
Accounts Receivable Discounted Account,POTRAŽIVANJA diskontovanih nalog
Accounts Receivable Summary,POTRAŽIVANJA Summari
Accounts Receivable Unpaid Account,POTRAŽIVANJA neplaćeni račun
Accounts Settings,Podešavanja računa
Accounts User,korisničkih naloga
Accounts table cannot be blank.,Računi sto ne moze biti prazna.
Accrual Journal Entry for salaries from {0} to {1},Akrualna Journal Entri za plate od {0} do {1}
Accrual Type,obračunska Tip
Accrued Interest,Obračunata kamata
Accumulated Depreciation,Akumulirana amortizacija
Accumulated Depreciation Account,Accumulated Depreciation Account
Accumulated Depreciation Amount,Ispravka vrijednosti Količina
Accumulated Depreciation as on,Ispravka vrijednosti kao na
Accumulated Monthly,karton Mesečno
Accumulated Values,Akumulirani Vrednosti
Accumulated Values in Group Company,Akumulirane vrednosti u Group Compani
Achieved ({}),Postići ({})
Achievement,Dostignuće
Acquisition Date,Datum kupovine
Action,postupak
Action / Route,Akcija / route
Action Failed,Akcija nije uspela
Action If Quality Inspection Is Not Submitted,Akcija Ako Provera kvaliteta ne podnese
Action Initialised,Akcija inicira
Action Label,Akcija Oznaka
Action Timeout (Seconds),Akcija Isteklo (sekundi)
Action Type,Akcija Tip
Action if Accumulated Monthly Budget Exceeded on Actual,Akcija ako Ispravka Mesečni budžet Ekceeded na Stvarni
Action if Accumulated Monthly Budget Exceeded on MR,Akcija ako Ispravka Mesečni budžet Ekceeded na MR
Action if Accumulated Monthly Budget Exceeded on PO,Akcija ako Ispravka Mesečni budžet Ekceeded na PO
Action if Annual Budget Exceeded on Actual,Akcija ako godišnjeg budžeta Ekceeded na Stvarna
Action if Annual Budget Exceeded on MR,Akcija ako godišnjeg budžeta Ekceeded na MR
Action if Annual Budget Exceeded on PO,Akcija ako godišnjeg budžeta Ekceeded na PO
Actions,Akcije
Actions performed,Akcije izvedena
Active,Aktivan
Active Assist,aktivan Assist
Active Domains,Aktivni domeni
Active Leads,Aktivni snabženii
Active Menu,aktivna Meni
Active Sessions,Aktivni Sessii
Activities,Aktivnosti
Activity,Aktivnost
Activity Cost,Satnica Za Aktivnost
Activity Cost exists for Employee {0} against Activity Type - {1},Troškovi aktivnost postoji za zaposlenog {0} protiv aktivnost Tipe - {1}
Activity Cost per Employee,Cena Aktivnosti Po Zaposlenom
Activity Date,aktivnost Datum
Activity Log,Aktivnosti
Activity Name,Naziv Aktivnosti
Activity Type,Tip aktivnost
Actual,Pravi
Actual Amount,stvarna količina
Actual Batch Quantity,Stvarna Serija Količina
Actual Cost,Stvarna cena
Actual Date,Stvarni datum
Actual Delivery Date,Stvarna Datum isporuke
Actual End Date,Stvarna Datum završetka
Actual End Date (via Time Sheet),Stvarna Datum završetka (preko Time Sheet)
Actual End Time,Stvarna Krajnje vreme
Actual Operating Cost,Stvarna operativni troškovi
Actual Operation Time,Stvarna Operativno vreme
Actual Qty,stvarna količina
Actual Qty (at source/target),Stvarna Količina (na source / target)
Actual Qty After Transaction,Stvarna količina Nakon transakcije
Actual Qty is mandatory,Stvarna količina je obavezna
Actual Qty {0} / Waiting Qty {1},Stvarna količina {0} / Količina na čekanju {1}
Actual Qty: Quantity available in the warehouse.,Stvarna količina: Količina dostupan u skladištu.
Actual Quantity,stvarna Količina
Actual Start Date,Stvarna Datum početka
Actual Start Date (via Time Sheet),Stvarna Datum početka (preko Time Sheet)
Actual Start Time,Stvarna Početak Vreme
Actual Time (in Hours),Trenutno vreme (u satima)
Actual Time (in hours),Stvarno Vreme (u satima)
Actual Time and Cost,Trenutno vreme i troškovi
Actual qty in stock,Stvarna količina na lageru
Actual type tax cannot be included in Item rate in row {0},Stvarna poreza tip ne mogu biti uključeni u stopu tačka u redu {0}
Add,Dodaj
Add / Edit Fields,Dodaj / Uredi Polja
Add / Edit Prices,Dodaj / Uredi Cene
Add / Edit Taxes and Charges,Dodaj / Uredi Takse i Troškove
Add / Update,Dodaj / Uredi
Add A New Rule,Dodaj Novo Pravilo
Add Another Comment,Dodati još jedan komentar
Add Article to Topics,Dodaj član u tema
Add Attachment,Dodaj prilog
Add Chart to Dashboard,Dodaj Chart na kontrolnu tablu
Add Child,Dodaj Dete
Add Column,Dodajte kolonu
Add Comment,Dodaj komentar
Add Contact,Dodaj kontakt
Add Contacts,Dodajte kontakte
Add Container,Dodaj kontejner
Add Course to Programs,Dodaj naravno da Programs
Add Custom Tags,Dodaj Custom Tags
Add Customers,add Kupci
Add Employees,add Zaposleni
Add Exercise Step,Dodaj Vežba korak
Add Exercises,add Vežbe
Add Filters,add Filteri
Add Gray Background,Dodaj Grei Background
Add Group,Add Group
Add Guardians to Email Group,Dodaj čuvare na Email grupi
Add Item,Dodajte stavku
Add Items,Dodaj artikle
Add Leads,add snabženii
Add Loan Security,Dodaj obezbeđenje po kreditu
Add Medication Orders,Dodaj medicinskih porudžbina
Add Multiple,Dodaj više
Add Multiple Tasks,Dodaj više zadataka
Add New Line,Add Nev Line
Add New Permission Rule,Dodaj novi Permission pravilo
Add Order Discount,Dodaj Order Discount
Add Participants,Dodaj učesnike
Add Quiz to Topics,Dodaj Kuiz na teme
Add Quote,add Citat
Add Review,Dodaj komentar
Add Row,Dodaj red
Add Sales Partners,Dodaj prodajnih partnera
Add Serial No,Dodaj Serial No
Add Signature,add potpis
Add Space on Bottom,Dodaj prostor na dnu
Add Space on Top,Dodaj prostor na vrh
Add Students,Dodaj Studenti
Add Subscribers,add Pretplatnici
Add Suppliers,add Dobavljači
Add Tags,Dodaj oznake
Add Template,Dodaj Template
Add Test,Dodaj Test
Add Time Slots,Dodaj terminima
Add Timesheets,Dodaj timesheets
Add Timeslots,Dodaj Timeslots
Add Topic to Courses,Dodaj temu u kursevi
Add Total Row,Dodaj Total Rov
Add Unsubscribe Link,Dodaj Unsubscribe Link
Add User Permissions,Dodajte korisničke dozvole
Add Users to Marketplace,Dodaj korisnicima da Marketplace
Add Weekly Holidays,Dodaj Veekli Holidais
Add a Filter,Dodaj Filter
Add a New Role,Dodaj novu ulogu
Add a comment,Dodaj komentar
Add a new address,Dodaj novu adresu
Add a new section,Dodaj novu sekciju
Add a tag ...,Dodaj oznaku ...
Add a {0} Chart,Dodavanje {0} Chart
Add items in the Item Locations table,Dodavanje stavki u tabeli aukciji Lokacije
Add letterhead,add zaglavlje
Add more items or open full form,Dodaj još stavki ili otvoren punoj formi
Add notes,add napomene
Add or Deduct,Dodati ili oduzeti
Add script for Child Table,Dodaj skriptu za dečju Tabela
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,Dodajte ostatak svog organizacije kao svoje korisnike. Takođe možete da dodate pozvati kupce da vašem portalu tako da ih dodaju iz kontakata
Add to Cart,Dodaj u kolica
Add to Courses,Add to kurseva
Add to Dashboard,Dodaj u Dashboard
Add to Details,Dodaj u Detalji
Add to Featured Item,Dodaj u Punkt
Add to Holidays,Add to Holidais
Add to Programs,Dodaj u programima
Add to ToDo,Dodaj u Zadatke
Add to Topics,Add to tema
Add to Transit,Dodaj u tranzitu
